,city,cloudiness,country,date,humidity,latitude,longitude,max temp,wind speed
389,thunder bay,40,CA,1551398565,49,48.41,-89.26,23,11.41
390,qaqortoq,0,GL,1551394200,80,60.72,-46.03,33.8,6.93
391,pitimbu,20,BR,1551394800,83,-7.47,-34.81,80.6,5.82
392,chuy,88,UY,1551398533,73,-33.69,-53.46,71.2,3.27
393,hirara,75,JP,1551394800,88,24.8,125.28,69.8,6.93
394,ligayan,8,PH,1551398576,100,4.65,119.47,80.43,10.76
395,itarema,92,BR,1551398576,100,-2.92,-39.92,75.07,8.63
396,umm lajj,76,SA,1551398576,93,25.02,37.27,64.59,17.69
397,loveland,40,US,1551398571,49,40.4,-105.08,50,13.87
398,tura,8,IN,1551398576,89,25.52,90.21,53.07,4.94
399,srednekolymsk,56,RU,1551398576,69,67.46,153.71,-9.98,2.93
400,moron,20,VE,1551398577,75,10.49,-68.2,72.96,3.27
401,vostok,80,RU,1551398577,78,46.45,135.83,23.32,2.82
402,kiunga,32,PG,1551398577,87,-6.12,141.3,81.55,2.93
403,okitipupa,92,NG,1551398577,98,6.5,4.78,71.74,2.15
404,eenhana,32,NA,1551394800,83,-17.48,16.34,71.6,8.05
405,trincomalee,0,LK,1551398578,93,8.58,81.23,70.71,2.59
406,naron,90,ES,1551398483,100,43.52,-8.15,55,2.24
407,ostersund,12,SE,1551398496,73,63.18,14.64,24.8,3.36
408,naryan-mar,24,RU,1551398579,64,67.67,53.09,2.67,11.43
409,charters towers,0,AU,1551398579,80,-20.07,146.27,76.47,9.53
410,talnakh,80,RU,1551398579,76,69.49,88.39,1.86,19.6
411,faya,0,SA,1551394800,62,18.39,42.45,60.8,14.99
412,binzhou,0,CN,1551397286,60,37.38,117.96,45,2.93
413,oyama,75,JP,1551398310,81,36.31,139.8,48,3.36
414,laem sing,76,TH,1551398532,66,12.48,102.07,84.99,3.6
415,wuwei,80,CN,1551398580,76,37.93,102.64,16.26,3.94
416,xuddur,0,SO,1551398581,43,4.12,43.89,68.46,8.97
417,abu kamal,0,SY,1551398581,72,34.45,40.92,40.42,18.25
418,midland,1,US,1551397980,36,32,-102.08,68,8.05
419,hay river,40,CA,1551394800,63,60.82,-115.79,-11.21,10.29
420,brigantine,1,US,1551398581,59,39.41,-74.36,36,6.93
421,flinders,75,AU,1551398527,64,-34.58,150.85,82,5.82
422,assare,80,BR,1551398446,77,-6.87,-39.88,75.93,4.16
423,mayumba,92,GA,1551398583,100,-3.44,10.65,79.53,5.95
424,troitsko-pechorsk,80,RU,1551398583,83,62.71,56.19,8.43,2.71
425,dehui,0,CN,1551394800,39,44.53,125.71,28.4,6.71
426,ketchikan,1,US,1551394380,45,55.34,-131.65,51.8,16.11
427,bouca,64,CF,1551398583,58,6.51,18.28,77.5,5.39
428,eau claire,1,US,1551398407,47,44.81,-91.5,18,8.05
429,siemiatycze,80,PL,1551398131,83,52.43,22.86,33.01,8.01
430,barcelona,20,ES,1551398424,93,41.38,2.18,54,5.82
431,luwuk,12,ID,1551398584,92,-0.95,122.79,80.43,2.93
432,bima,8,ID,1551398584,92,-8.45,118.73,80.7,2.04
433,morondava,68,MG,1551398585,100,-20.3,44.28,78.09,5.06
434,abashiri,20,JP,1551398466,72,44.01,144.25,26.01,8.05
435,muroto,75,JP,1551394800,100,33.37,134.14,53.6,14.99
436,antofagasta,75,CL,1551394800,77,-23.65,-70.4,69.8,13.87
437,juneau,1,US,1551398238,60,58.3,-134.42,46.4,6.93
438,severomuysk,44,RU,1551398586,70,56.17,113.57,5.19,2.93
439,samana,0,EC,1551394800,58,0.12,-76.97,87.8,3.36
440,igrim,80,RU,1551398587,83,63.19,64.42,14.01,3.38
441,sisophon,0,KH,1551398587,79,13.59,102.97,76.42,7.96
442,sao filipe,0,CV,1551398588,88,14.9,-24.5,72.24,18.59
443,souillac,90,FR,1551398408,93,45.6,-0.6,53.01,9.17
444,batangafo,92,CF,1551398588,66,7.3,18.29,79.08,2.93
445,marienburg,75,DE,1551398537,93,52.12,9.98,48.99,4.7
446,kieta,12,PG,1551398589,97,-6.22,155.63,82.72,3.6
447,kefalos,40,GR,1551394200,57,36.75,26.96,50,15.35
448,salta,75,AR,1551394800,60,-24.79,-65.41,71.6,8.05
449,mahibadhoo,12,MV,1551398589,100,3.78,72.97,80.74,7.74
450,fort morgan,48,US,1551398405,60,40.25,-103.8,41,5.82
451,eureka,90,US,1551398312,100,40.8,-124.16,52,6.93
452,ambulu,48,ID,1551398590,100,-8.35,113.61,80.88,3.94
453,pahrump,1,US,1551398424,28,36.21,-115.98,72,14.99
454,miandrivazo,44,MG,1551398590,96,-19.53,45.46,69.4,2.71
455,clyde river,1,CA,1551394800,70,70.47,-68.59,-2.21,41.38
456,igarka,80,RU,1551398591,70,67.47,86.57,1.05,15.12
457,gloucester,75,GB,1551398459,100,51.87,-2.25,48.99,4.7
458,san mateo ixtatan,56,GT,1551398591,61,15.83,-91.48,66.93,1.92
459,perm,40,RU,1551396600,79,58.02,56.25,24.8,11.18
460,galle,90,US,1551398522,81,29.74,-97.91,46.99,11.41
461,tongchuan,88,CN,1551394800,81,34.9,108.95,44.6,4.47
462,saint-raymond,5,CA,1551398495,61,46.89,-71.84,12.2,8.05
463,atambua,12,ID,1551398592,100,-9.11,124.89,80.97,4.72
464,coaldale,75,CA,1551396852,85,49.73,-112.62,23,11.41
465,hambantota,0,LK,1551398593,100,6.12,81.12,77.28,6.4
466,pringsewu,24,ID,1551398593,93,-5.36,104.98,73.45,2.48
467,caucaia,20,BR,1551398287,83,-3.73,-38.66,81,4.7
468,luanda,20,AO,1551394800,83,-8.83,13.24,82.4,4.7
469,samarai,20,PG,1551398594,100,-10.62,150.67,82.5,9.98
470,kamaishi,75,JP,1551394800,84,39.28,141.86,32,2.24
471,broome,68,GB,1551398585,93,52.47,1.45,46.99,9.17
472,mlowo,32,TZ,1551398595,91,-9.01,33,58.83,2.59
473,salinas,20,US,1551398541,67,36.67,-121.66,61,5.95
474,hit,0,IQ,1551398595,65,33.64,42.83,46.68,17.47
475,doha,40,QA,1551398160,68,25.29,51.53,71.6,11.41
476,whitehorse,5,CA,1551398572,53,60.72,-135.06,28,3.36
477,saint anthony,90,US,1551398554,69,43.97,-111.68,39,17.22
478,san carlos de bariloche,75,AR,1551394800,36,-41.13,-71.31,64.4,20.8
479,goderich,76,CA,1551398490,79,43.74,-81.71,19.99,3.83
480,pimentel,92,BR,1551398597,97,-3.7,-45.5,72.78,3.83
481,malanville,44,NE,1551398597,25,11.86,3.39,74.85,7.74
482,chabahar,80,IR,1551398599,95,25.29,60.65,72.78,16.24
483,dunedin,0,NZ,1551398317,44,-45.87,170.5,66,17
484,guanica,75,PR,1551398577,99,17.97,-66.91,78.01,6.93
485,floro,44,NO,1551398337,74,61.6,5.03,37.4,9.17
486,kafue,0,ZM,1551394800,82,-15.74,28.18,68,4.7
487,shenxian,0,CN,1551398602,79,36.24,115.67,39.03,6.85
488,alexandria,90,US,1551398107,93,31.31,-92.44,60.8,10.29
489,san carlos,20,VE,1551398602,38,9.66,-68.59,86.95,8.63
490,hakkari,0,FI,1551398587,67,61.34,23.75,19.4,4.7
491,waiuku,0,NZ,1551398584,49,-37.25,174.73,72,2.24
492,canoinhas,12,BR,1551398604,75,-26.18,-50.4,66.7,4.27
493,harper,90,US,1551398100,81,30.3,-99.24,48.2,5.82
494,mata,20,CU,1551397860,64,22.63,-79.93,75.2,5.82
495,ngunguru,0,NZ,1551398585,64,-35.62,174.5,70,8.01
496,archidona,75,EC,1551394800,74,-0.91,-77.81,80.6,2.24
497,seymchan,64,RU,1551398605,69,62.93,152.39,-2.51,4.5
498,ullapool,48,GB,1551398418,90,57.9,-5.16,44.01,5.61
499,tonantins,8,BR,1551398606,89,-2.86,-67.77,79.26,2.37
500,labuhan,76,ID,1551398606,96,-2.54,115.51,73.9,2.71
501,pasni,12,PK,1551398606,90,25.26,63.48,70.17,8.3
502,port blair,0,IN,1551398606,100,11.67,92.75,82.14,8.19
503,northam,75,GB,1551398600,93,51.04,-4.21,51.01,10.29
504,hounde,8,BF,1551398607,26,11.5,-3.52,67.02,6.73
505,ongandjera,32,NA,1551398607,84,-17.88,15.07,66.25,5.06
506,aberdeen,1,US,1551398496,72,45.47,-98.49,17.01,6.93
507,batagay-alyta,24,RU,1551398608,42,67.8,130.41,-28.84,2.71
508,ocampo,92,PH,1551398608,88,13.56,123.37,77.14,8.86
509,margate,20,AU,1551398595,60,-43.03,147.26,78.01,5.82
510,sobolevo,92,RU,1551398608,96,54.43,31.9,32.46,13.78
511,novobiryusinskiy,48,RU,1551398609,84,56.96,97.71,18.69,4.61
512,tiznit,0,MA,1551398609,92,29.7,-9.73,51.9,2.93
513,venustiano carranza,20,MX,1551398589,14,19.42,-99.11,87.8,6.93
514,tsubata,75,JP,1551398333,87,36.67,136.73,48.99,4.7
515,sapatgram,100,IN,1551398610,96,26.35,90.16,55,0.47
516,polunochnoye,76,RU,1551398610,78,60.87,60.43,19.23,7.96
517,tual,64,ID,1551398610,100,-5.67,132.75,80.61,6.62
518,pedregulho,88,BR,1551398610,97,-20.25,-47.48,68.82,2.59
519,santander,56,PH,1551398611,95,9.42,123.33,77.46,16.35
520,kez,76,RU,1551398611,90,57.9,53.72,24.18,9.86
521,ypsilanti,20,US,1551398327,62,42.24,-83.61,28.4,9.17
522,guerrero negro,0,MX,1551398611,46,27.97,-114.04,71.34,10.54
523,plettenberg bay,88,ZA,1551398611,95,-34.05,23.37,67.24,11.43
524,dongzhen,0,CN,1551398612,50,43.33,129.73,28.32,2.82
525,wote,0,KE,1551398612,79,-1.78,37.63,62.2,2.71
526,tilichiki,0,RU,1551398612,73,60.47,166.1,-3.37,3.71
527,slave lake,20,CA,1551394800,47,55.28,-114.77,14,11.41
528,balakhta,92,RU,1551398613,68,55.38,91.62,24.45,4.83
529,ahar,80,IR,1551398613,91,38.48,47.07,25.84,2.82
530,chapleau,20,CA,1551396780,72,47.85,-83.4,14,11.41
531,deputatskiy,0,RU,1551398613,0,69.3,139.9,-35.9,2.59
532,yarim,0,YE,1551398614,80,14.3,44.38,40.92,1.25
533,sanchazi,40,CN,1551398542,93,30.43,103.62,51.01,6.71
534,tocopilla,8,CL,1551398614,85,-22.09,-70.2,66.21,4.16
535,yar-sale,76,RU,1551398449,82,66.83,70.83,2.89,10.76
536,ust-nera,0,RU,1551398614,56,64.57,143.24,-35,2.15
537,baturaja,44,ID,1551398614,98,-4.12,104.17,73.99,4.38
538,manjacaze,0,MZ,1551398615,67,-24.71,33.88,81.42,7.96
539,adwa,0,ET,1551398615,89,14.16,38.9,55,1.59
540,dalvik,0,SE,1551398432,85,57.79,14.13,27,3.6
541,pronsk,92,RU,1551398339,94,54.12,39.61,30.99,3.15
542,cabinda,80,AO,1551398616,100,-5.56,12.19,81.87,7.63
543,terney,0,RU,1551398616,74,45.05,136.61,32.5,9.19
544,tsuruoka,75,JP,1551394800,97,38.61,139.81,35.6,5.82
545,ishigaki,75,JP,1551394800,83,24.34,124.16,69.8,12.75
546,takayama,75,JP,1551398333,80,36.14,137.25,48.99,4.7
547,swan river,36,CA,1551398617,69,52.11,-101.27,8.43,3.71
548,emirdag,0,TR,1551398617,85,39.02,31.15,20.62,5.95
549,hailar,0,CN,1551398507,54,49.2,119.7,10.9,6.51
550,kaduqli,0,SD,1551398617,25,11.01,29.72,78.18,13.44
551,kastamonu,12,TR,1551398618,78,41.38,33.78,19.27,6.73
552,bubaque,0,GW,1551398618,86,11.28,-15.83,80.07,18.14
553,shelburne,1,CA,1551398611,61,44.08,-80.2,19.4,6.93
554,kikwit,68,CD,1551398618,93,-5.04,18.82,71.79,2.26
555,aswan,0,EG,1551394800,33,24.09,32.9,57.2,10.29
556,kang,0,BW,1551398619,23,-23.67,22.79,73.68,10.54
557,henties bay,0,NA,1551394928,85,-22.12,14.28,64.99,1.99
558,milpitas,90,US,1551398616,62,37.43,-121.91,60.01,9.17
559,keetmanshoop,0,NA,1551394800,21,-26.57,18.15,80.6,5.82
560,aranos,0,NA,1551398619,20,-24.14,19.11,72.24,10.76
561,avon park,1,US,1551398556,60,27.6,-81.51,78.01,3.04
562,san policarpo,0,PH,1551398620,90,12.18,125.51,78.81,13.11
563,ust-omchug,48,RU,1551398620,61,61.13,149.63,-9.76,3.49
564,mnogovershinnyy,0,RU,1551398620,80,53.94,139.92,11.35,3.38
565,klyuchi,64,RU,1551398621,83,52.25,79.17,18.33,6.73
566,rio gallegos,40,AR,1551398400,76,-51.62,-69.22,57.2,6.4
567,kampong chhnang,0,KH,1551398621,81,12.25,104.67,71.88,6.17
568,coachella,1,US,1551398617,33,33.68,-116.18,82.4,9.17
569,petropavlovsk-kamchatskiy,44,RU,1551396600,66,53.05,158.65,12.2,4.47
570,tarakan,20,ID,1551394800,83,3.3,117.63,77,2.24
571,severodvinsk,75,RU,1551396600,83,64.56,39.82,-4.01,10.65
572,natchez,90,US,1551398407,100,31.56,-91.4,66.2,6.06
573,bria,44,CF,1551398622,79,6.54,21.99,73,2.37
574,gazojak,12,TM,1551398622,94,41.19,61.4,31.69,2.93
575,inhambane,0,MZ,1551398622,98,-23.87,35.38,78.04,8.86
576,lebanon,1,US,1551398495,50,43.64,-72.25,21.2,2.71
577,chapais,20,CA,1551394800,61,49.78,-74.86,12.2,5.82
578,meulaboh,44,ID,1551398604,100,4.14,96.13,78.18,3.04
579,luxor,0,EG,1551394800,58,25.7,32.65,55.4,2.24
580,barkly west,0,ZA,1551394800,28,-28.54,24.52,71.6,6.93
581,urusha,0,RU,1551398624,59,54.05,122.9,3.79,2.37
582,ewa beach,75,US,1551398420,44,21.32,-158.01,75.2,9.17
583,mlonggo,20,ID,1551394800,88,-6.53,110.7,78.8,1.12
584,emporia,1,US,1551398404,53,38.4,-96.18,27,3.27
585,dongying,0,CN,1551398624,76,37.43,118.67,35.88,2.82
586,agen,90,FR,1551398427,81,44.2,0.62,51.01,3.36
587,san rafael,0,AR,1551398625,29,-34.61,-68.33,76.11,3.94
588,san juan,40,PR,1551398507,74,18.47,-66.12,78.8,10.29
589,walkerburn,75,GB,1551398604,100,55.62,-3.02,43,3.36
590,kruisfontein,80,ZA,1551398627,88,-34,24.73,66.84,14
591,rocha,0,UY,1551398628,65,-34.48,-54.34,66.21,7.85
592,rafraf,20,TN,1551396600,81,37.19,10.18,55.4,3.36
593,huntsville,90,US,1551398575,93,34.73,-86.59,62.6,9.17
594,tautira,75,PF,1551398590,70,-17.73,-149.15,87.8,4.7
595,bambanglipuro,56,ID,1551398629,96,-7.95,110.28,75.25,3.6
596,popondetta,48,PG,1551398629,85,-8.77,148.24,75.39,0.92
597,haines junction,8,CA,1551398629,86,60.75,-137.51,17.34,1.36
598,sulangan,0,PH,1551398629,100,11.14,123.72,79.39,19.26
599,rosarito,0,CO,1551394800,77,4.91,-75.23,80.6,8.05
600,visby,0,SE,1551398432,74,57.64,18.3,34,12.75
601,bathsheba,40,BB,1551394800,74,13.22,-59.52,78.8,18.34
602,sechura,32,PE,1551398630,75,-5.56,-80.82,78.67,9.64
603,bhalwal,80,PK,1551398630,86,32.26,72.91,49.24,3.27
604,freetown,20,BS,1551394800,73,26.61,-78.36,75.2,5.82
605,praia da vitoria,20,PT,1551398429,87,38.73,-27.07,59,18.7
606,liman,56,RU,1551398631,84,45.78,47.23,29.67,6.4
607,sorland,0,NO,1551398631,100,67.67,12.69,36.51,10.42
608,sibolga,0,ID,1551398632,100,1.74,98.78,66.12,1.59
609,bambous virieux,40,MU,1551398341,83,-20.34,57.76,80.6,5.82
610,marsa matruh,40,EG,1551394800,71,31.35,27.25,51.8,11.41
611,hope,20,CA,1551398448,74,49.38,-121.43,45,4.7
612,myitkyina,68,MM,1551398633,97,25.38,97.4,58.29,2.04
613,horsham,0,AU,1551398633,33,-36.71,142.2,85.69,8.52
614,byron bay,90,AU,1551398442,65,-28.65,153.62,78.8,12.75
615,saint-francois,0,FR,1551398430,66,46.42,3.91,51.8,11.41
616,dusti,75,TJ,1551396600,81,37.35,68.68,44.6,6.71
617,saint-louis,90,CH,1551398557,66,47.59,7.56,53.01,14.99
618,amarante do maranhao,100,BR,1551398634,98,-5.57,-46.74,69.45,1.14
619,mount isa,0,AU,1551396600,42,-20.73,139.49,84.2,11.41
620,namibe,64,AO,1551398635,100,-15.19,12.15,77.64,1.92
621,tazmalt,0,DZ,1551394800,87,36.39,4.4,46.4,9.17
622,casale monferrato,0,IT,1551398620,93,45.14,8.45,53.01,2.24
623,tabou,56,CI,1551398635,95,4.42,-7.36,83.35,8.97
624,yaan,68,NG,1551398636,94,7.38,8.57,72.55,9.64
625,sola,20,NO,1551398421,86,58.89,5.65,39.2,11.41
626,rawson,80,AR,1551398636,60,-43.3,-65.11,63.6,8.63
627,shebunino,90,RU,1551396600,92,57.66,40.04,30.2,4.47
628,nioro,0,GM,1551398636,25,13.79,-15.05,69.85,13.11
629,griffith,0,AU,1551398416,30,-34.29,146.06,89.01,12.75
630,pontes e lacerda,92,BR,1551398637,97,-15.23,-59.33,72.69,3.38
631,kovernino,92,RU,1551398637,93,57.13,43.81,25.39,2.82
632,lashio,0,MM,1551398637,73,22.93,97.75,56.76,2.82
633,rapid city,40,US,1551398405,58,44.08,-103.23,28.99,5.82
634,jabinyanah,20,TN,1551394800,81,35.03,10.91,51.8,5.82
635,evensk,0,RU,1551398638,100,61.92,159.24,-1.84,4.16
636,konevo,0,BG,1551398413,78,41.67,25.61,39.99,1.01
637,turkan,80,AF,1551398638,91,35.6,68.92,12.3,1.92
638,dalaba,20,GN,1551398639,36,10.69,-12.25,60.85,6.62
639,upington,0,ZA,1551394800,33,-28.46,21.24,71.6,5.82
640,celestun,24,MX,1551398639,88,20.87,-90.4,80.61,17.13
641,solnechnyy,20,RU,1551398639,61,50.72,136.64,17.7,4.38
642,dakar,0,SN,1551396600,37,14.69,-17.45,71.6,11.41
643,kavaratti,0,IN,1551398640,100,10.57,72.64,82.32,11.43
644,oranjemund,0,ZA,1551398640,90,-28.55,16.43,63.78,23.17
645,ust-tsilma,64,RU,1551398640,77,65.44,52.15,1.5,4.16
646,burlington,75,CA,1551398622,72,43.32,-79.8,19.99,2.24
647,el dorado,20,VE,1551398641,63,6.71,-61.64,77.82,5.28
648,pangnirtung,75,CA,1551394800,76,66.15,-65.72,-7.61,9.17
649,zharkent,12,KZ,1551398641,48,44.17,80,4.92,3.38
650,codajas,68,BR,1551398641,82,-3.84,-62.06,79.17,8.3
651,grafton,75,AU,1551398609,61,-29.69,152.93,77,5.82
652,amahai,0,ID,1551393577,78,-3.31,129,86,6.62
653,geraldton,75,CA,1551394800,61,49.72,-86.95,15.8,9.17
654,puerto barrios,40,GT,1551398466,69,15.72,-88.58,82.4,9.17
655,brae,88,GB,1551397800,100,60.4,-1.35,37.4,1.12
656,winslow,75,GB,1551398639,100,51.94,-0.88,48.99,10.29
657,kindersley,75,CA,1551397560,72,51.47,-109.16,17.6,9.17
658,iquitos,20,PE,1551394800,74,-3.75,-73.25,84.2,5.82
659,belmonte,0,PT,1551398620,93,40.36,-7.35,45,4.61
660,urucara,92,BR,1551398370,86,-2.54,-57.76,77.14,2.37
661,buchanan,40,LR,1551394800,88,5.88,-10.05,77,5.73
662,morro bay,20,US,1551398644,59,35.37,-120.85,64,3.36
663,tymovskoye,80,RU,1551398346,75,50.85,142.66,18.69,3.27
664,qasigiannguit,40,GL,1551394200,72,68.82,-51.19,17.6,3.36
665,dawson creek,75,CA,1551394800,53,55.76,-120.23,24.8,12.75
666,aquiraz,20,BR,1551398287,83,-3.9,-38.39,81,4.7
667,merauke,56,ID,1551398646,100,-8.49,140.4,81.15,8.52
668,xining,80,CN,1551398646,92,36.62,101.77,18.1,3.15
669,saharsa,0,IN,1551398646,89,25.88,86.59,46.59,2.93
670,felanitx,90,ES,1551398467,100,39.47,3.15,59,2.24
671,littleton,75,US,1551398441,39,39.61,-105.02,54,14.99
672,orlik,0,RU,1551398647,55,52.51,99.83,-10.21,1.92
673,buzmeyin,75,TM,1551394800,87,38.05,58.21,44.6,4.7
674,carmo do cajuru,92,BR,1551398648,76,-20.18,-44.77,74.62,4.83
675,quatre cocos,40,MU,1551398640,83,-20.21,57.76,80.6,5.82
676,riberalta,75,BO,1551394800,74,-11,-66.08,82.4,6.93
677,lanxi,80,CN,1551398648,99,29.21,119.46,45.55,3.49
678,kedrovyy,88,RU,1551396600,79,56.17,91.82,21.2,2.59
679,salinopolis,92,BR,1551398648,100,-0.61,-47.36,74.4,3.15
680,carbonia,40,IT,1551396000,87,39.17,8.53,51.8,10.29
681,betafo,32,MG,1551398649,88,-19.84,46.86,52.71,4.72
682,tucumcari,1,US,1551398418,20,35.17,-103.73,66.2,8.05
683,tagusao,0,PH,1551398649,92,9.19,117.81,76.24,4.94
684,mastic beach,1,US,1551398644,53,40.77,-72.85,30.99,9.86
685,caraballeda,40,VE,1551398419,73,10.61,-66.85,77,3.36
686,la cruz,0,MX,1551398138,62,23.92,-106.89,75.99,3
687,qianan,0,CN,1551398650,40,44.99,124.06,30.25,9.64
688,namie,75,JP,1551398614,100,37.52,140.86,46.99,11.41
689,sur,0,OM,1551398651,100,22.57,59.53,69.81,16.58
690,saint stephen,1,US,1551398650,72,45.7,-94.27,19.4,6.93
691,eyl,92,SO,1551398651,100,7.98,49.82,73.77,4.38
692,la paz,5,MX,1551397920,29,24.15,-110.32,77,9.17
693,udachnyy,68,RU,1551398651,71,66.42,112.4,2.67,2.59
694,la ronge,90,CA,1551394800,60,55.1,-105.3,5,5.82
695,turbat,92,PK,1551398652,85,26,63.05,63.42,2.93
696,suicheng,24,CN,1551398650,86,33.9,117.93,38.76,2.82
697,gorgan,90,IR,1551394800,93,36.84,54.43,48.2,1.81
698,chicontepec,12,MX,1551398652,69,20.97,-98.17,78.81,3.38
699,zhezkazgan,76,KZ,1551398652,60,47.8,67.71,6.63,2.93
700,bay roberts,75,CA,1551398605,73,47.58,-53.28,21,27.51
701,torres,44,BR,1551398652,100,-29.34,-49.73,67.42,4.72
702,puerto del rosario,36,ES,1551396600,72,28.5,-13.86,64.4,13.87
703,yatou,40,CM,1551394800,94,3.63,9.81,77,3.36
704,fernandez,0,PH,1551398653,78,11.38,122.76,79.98,11.77
705,mutoko,12,ZW,1551398653,87,-17.4,32.23,60.4,3.04
706,guadalupe y calvo,0,MX,1551398653,23,26.09,-106.96,67.92,3.15
707,kisarazu,90,JP,1551398646,93,35.36,139.97,48.99,9.75
708,pacific grove,20,US,1551398541,67,36.62,-121.92,60.8,5.95
709,tavda,68,RU,1551398654,83,58.04,65.27,15.45,9.86
710,havoysund,75,NO,1551397800,79,71,24.66,28.4,48.32
711,butterworth,75,MY,1551396600,83,5.4,100.37,82.4,6.93
712,bilma,48,NE,1551398654,38,18.69,12.92,64.14,10.42
713,marabba,0,SD,1551398655,21,12.35,32.18,78.45,14.45
714,tecoanapa,5,MX,1551398040,74,16.99,-99.26,82.4,9.17
715,havelock,40,US,1551398432,81,34.88,-76.9,53.6,14.99
716,okhotsk,80,RU,1551398655,100,59.36,143.24,6.67,4.61
717,bandarbeyla,92,SO,1551398655,100,9.49,50.81,75.66,2.59
718,nantong,24,CN,1551398654,74,31.98,120.89,51.01,1.01
719,pasir gudang,75,MY,1551398410,88,1.46,103.88,80.6,3.36
720,anadyr,90,RU,1551398595,95,64.73,177.51,32,42.5
721,hangu,92,PK,1551398656,100,33.53,71.06,33.94,2.37
722,fomboni,24,KM,1551398656,100,-12.28,43.74,83.76,7.4
723,isla vista,40,US,1551398653,72,34.41,-119.86,62.6,13.87
724,mineros,20,BO,1551394800,69,-17.12,-63.23,78.8,3.36
725,aspe,0,ES,1551398642,93,38.35,-0.77,55.99,2.24
726,panguna,44,PG,1551398657,81,-6.32,155.48,83.94,2.71
727,yarada,40,IN,1551394800,88,17.65,83.27,77,6.93
728,claresholm,90,CA,1551397571,85,50.02,-113.58,23,8.05
729,asifabad,0,IN,1551398658,72,19.38,79.29,58.47,3.38
730,agirish,56,RU,1551398658,90,61.92,63.02,18.33,5.61
731,pasil,56,PH,1551398658,86,17.39,121.16,66.03,1.81
732,banda aceh,64,ID,1551398658,99,5.56,95.32,74.62,2.15
733,salmo,88,CA,1551395615,79,49.19,-117.28,30.99,1.99
734,arman,56,RU,1551398659,62,59.7,150.17,2.89,4.27
735,tyukhtet,80,RU,1551398659,92,56.54,89.31,23.05,5.73
736,aliwal north,0,ZA,1551398659,78,-30.69,26.71,51.36,2.71
737,atig,80,RU,1551398659,80,56.69,59.43,20.44,7.96
738,sharjah,40,AE,1551394800,73,25.36,55.39,71.6,12.75
739,madimba,40,CM,1551394800,94,4.42,9.93,77,3.36
740,semey,80,KZ,1551398660,91,50.41,80.25,26.2,4.72
741,santa helena,92,BR,1551398660,99,-2.23,-45.3,71.52,3.71
742,pailon,68,BO,1551398400,78,-17.66,-62.72,78.8,4.38
743,puerto escondido,5,MX,1551397500,74,15.86,-97.07,82.4,9.17
744,ambovombe,0,MG,1551398662,96,-25.18,46.09,77.77,2.48
745,salo,0,FI,1551398632,86,60.38,23.13,24.01,9.17
746,auki,44,NG,1551398662,49,12.18,6.51,76.56,5.17
747,matara,36,PE,1551398662,91,-13.74,-72.9,47.62,1.92
748,barra do bugres,80,BR,1551398662,94,-15.07,-57.19,74.4,1.81
749,panzhihua,92,CN,1551398663,50,26.59,101.72,58.56,8.86
750,padang,40,ID,1551394800,100,-0.92,100.36,77,1.12
751,nuevo progreso,90,US,1551398384,61,26.05,-97.95,78.8,9.17
752,dong hoi,0,VN,1551398663,95,17.48,106.6,73.9,9.98
753,cap malheureux,40,MU,1551398640,83,-19.98,57.61,80.6,5.82
754,yumen,32,CN,1551398664,56,40.29,97.04,17.65,6.29
755,siocon,48,PH,1551398664,100,11.03,124.04,78.49,15.68
756,maragogi,76,BR,1551398448,94,-9.01,-35.22,77.28,5.61
757,burnie,0,AU,1551398300,68,-41.05,145.91,79,8.01
758,borujerd,88,IR,1551394800,80,33.89,48.76,39.2,10.29
759,adelaide,0,AU,1551398501,14,-34.93,138.6,98.01,12.75
760,pires do rio,88,BR,1551398630,95,-17.3,-48.28,68.46,4.27
761,tulu bolo,0,ET,1551398665,63,8.66,38.21,46.95,3.94
762,alta floresta,56,BR,1551398665,93,-9.87,-56.08,74.4,2.15
763,bertoua,88,CM,1551398665,69,4.58,13.68,73.27,5.28
764,riohacha,40,CO,1551394800,74,11.54,-72.91,80.6,9.17
765,serramanna,40,IT,1551396000,87,39.42,8.92,55.4,10.29
766,gravdal,0,NO,1551398644,86,59.79,5.78,37,17.22
767,puri,20,ID,1551394800,94,-7.54,112.45,80.6,4.7
768,ponta delgada,75,PT,1551398595,93,37.73,-25.67,60.8,12.75
769,westerland,90,NL,1551398663,93,52.89,4.93,48,5.82
770,hirado,64,JP,1551398593,93,33.32,129.49,48.99,2.24
771,san francisco del mar,0,MX,1551398666,83,16.34,-94.51,82.32,8.75
772,keti bandar,0,PK,1551398667,93,24.14,67.45,71.7,4.61
773,sobotka,75,CZ,1551398430,85,50.47,15.18,50,4.7
774,glencoe,24,ZA,1551398667,92,-28.17,30.16,55.77,1.92
775,shelopugino,0,RU,1551398667,64,51.65,117.56,6.67,2.71
776,ornes,75,FR,1551398620,93,49.25,5.47,48.99,13.87
777,yurgamysh,80,RU,1551398668,89,55.37,64.47,15.09,12.66
778,waipawa,0,NZ,1551397456,51,-39.94,176.59,64.99,4.83
779,murakami,75,JP,1551394800,93,38.29,139.58,41,6.93
780,valdivia,20,CL,1551394800,52,-39.81,-73.25,69.8,4.7
781,roald,88,NO,1551398451,100,62.58,6.12,33.8,3.36
782,wewak,76,PG,1551398671,92,-3.55,143.63,79.57,1.7
